text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
lyh,"Masekhet: 5330007, Page: 49, Side: b, Line: 06, Word: 2",p01,,,,,,,,,ליה,l_,preposition independent,
r',"Masekhet: 5330007, Page: 49, Side: b, Line: 06, Word: 3",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher
yrmyh,"Masekhet: 5330007, Page: 49, Side: b, Line: 06, Word: 4",PN Personal name,,,,,,,,,ירמיה,yrmyh,proper name Personal name,
hhyN,"Masekhet: 5330007, Page: 49, Side: b, Line: 16, Word: 0",P01 C,,,,,this,,,,ההין,)hn,preposition independent (h)aphel,this
pynk),"Masekhet: 5330007, Page: 49, Side: b, Line: 16, Word: 1",noun sg. emphatic,,,,,dish,,,,פינכא,pynk,noun sg. emphatic,dish
{d)dy)}<d)wryr)>#01#,"Masekhet: 5330007, Page: 49, Side: b, Line: 16, Word: 2",noun sg. emphatic,p,,,,olearius,,,,דאורירא,d_ d_ p,noun sg. emphatic | preposition,olearius
msyy(,"Masekhet: 5330007, Page: 49, Side: b, Line: 16, Word: 3",V,,,,,,,,,מסייע,syy( syy( verb D,V,
l)b),"Masekhet: 5330007, Page: 49, Side: b, Line: 16, Word: 4",noun sg. emphatic,p03,,,,father,,,,לאבא,l_,noun sg. emphatic | preposition proclitic,father
hhyN,"Masekhet: 5330007, Page: 49, Side: b, Line: 17, Word: 0",P01 C,,,,,this,,,,ההין,)hn,preposition independent (h)aphel,this
pynk),"Masekhet: 5330007, Page: 49, Side: b, Line: 17, Word: 1",noun sg. emphatic,,,,,dish,,,,פינכא,pynk,noun sg. emphatic,dish
{dglws)}<dgrwsh>#01#,"Masekhet: 5330007, Page: 49, Side: b, Line: 17, Word: 2",p,noun sg. emphatic,,,,grist maker,,,,דגרוסה,grws,preposition | noun sg. emphatic,grist maker
msyy(,"Masekhet: 5330007, Page: 49, Side: b, Line: 17, Word: 3",V,,,,,,,,,מסייע,syy( syy( verb D,V,
l)b),"Masekhet: 5330007, Page: 49, Side: b, Line: 17, Word: 4",noun sg. emphatic,p03,,,,father,,,,לאבא,l_,noun sg. emphatic | preposition proclitic,father
d)t,"Masekhet: 5330007, Page: 49, Side: b, Line: 17, Word: 5",R,c,,,,you (m.),,,,דאת,d_ d_ c,R | conjunction,you (m.)
mpny,"Masekhet: 5330007, Page: 49, Side: b, Line: 17, Word: 6",verb D,,,,,to give back,to turn something,"to remove, clear out",to hear,מפני,pny,verb pael,"to give back | to turn something | to remove, clear out | to hear"
lyh,"Masekhet: 5330007, Page: 49, Side: b, Line: 17, Word: 7",p01,,,,,,,,,ליה,l_,preposition independent,
mN,"Masekhet: 5330007, Page: 49, Side: b, Line: 17, Word: 8",p01,,,,,from,,,,מן,mn,preposition independent,from
)tr,"Masekhet: 5330007, Page: 49, Side: b, Line: 17, Word: 9",noun sg. abs. or construct,,,,,place,,,,אתר,)tr,noun sg. abs. or construct,place
